39483	О назначении председателя совета директоров акционерного общества «Федеральная корпорация по развитию малого и среднего предпринимательства»	
39482	Для субъектов малого и среднего предпринимательства установлены дополнительные возможности отсрочки платежей по договорам аренды федерального имущества	
39480	Дополнен рекомендуемый перечень непродовольственных товаров первой необходимости	
39479	Расширен перечень отраслей российской экономики, в наибольшей степени пострадавших в результате распространения новой коронавирусной инфекции	
39476	Увеличен максимальный размер ипотечного кредита, по которому заёмщик вправе обратиться к кредитору с требованием о предоставлении льготного периода	
39473	Установлен порядок ежемесячных выплат семьям с детьми в возрасте до трёх лет, имеющим право на материнский капитал	
39467	Внесены изменения в порядок предоставления межбюджетных трансфертов на реализацию пилотного проекта по вовлечению частных медицинских организаций в оказание медико-социальных услуг гражданам в возрасте 65 лет и старше	
39468	Внесены изменения в порядок предоставления субсидий на государственную поддержку некоммерческих организаций в целях реализации задач государственной молодёжной политики	
39466	Утверждены Правила предоставления субсидий организациям воздушного транспорта на возмещение затрат при вывозе граждан из иностранных государств, в которых сложилась неблагоприятная ситуация, связанная с распространением новой коронавирусной инфекции	
39453	Утверждены временные правила регистрации граждан для поиска подходящей работы и в качестве безработных, а также порядок получения социальных выплат в случае признания их безработными	
39455	Установлен временный порядок признания лица инвалидом	
39462	Утверждены правила возврата уплаченных за туристский продукт денежных сумм из фонда персональной ответственности туроператора	
39449	Утверждены новые редакции перечней медицинских услуг и дорогостоящих видов лечения, оплата которых налогоплательщиком учитывается при определении суммы социального налогового вычета	
39438	Принято решение об отмене ряда нормативных правовых актов федеральных органов исполнительной власти, содержащих обязательные требования в сфере технического регулирования	
39437	Внесены изменения в распоряжение о выделении регионам 33,4 млрд рублей  из резервного фонда Правительства на оснащение коечного фонда медицинских организаций для оказания помощи больным коронавирусной инфекцией	
39420	3,5 млрд рублей выделены на возмещение затрат туроператоров, связанных с невозвратными тарифами по авиаперевозкам, а также с организацией вывоза туристов из иностранных государств, в которых сложилась неблагоприятная эпидемиологическая обстановка	
39414	Принято решение о возврате туристам денежных сумм из средств фондов персональной ответственности туроператоров	
39401	Принято решение о продлении действия разрешений и иных особенностях в отношении разрешительной деятельности в 2020 году	
39397	Принято решение о введении временного моратория на начисление штрафных санкций за неоплаченные коммунальные услуги	
39398	Утверждён состав Правительственной комиссии по модернизации экономики и инновационному развитию России	
39399	Утверждены особенности обращения лекарственных препаратов, предназначенных для профилактики и лечения заболеваний, представляющих опасность для окружающих	
39396	Внесены изменения в государственную программу «Развитие образования»	
39394	Установлены особенности осуществления закупки в период принятия мер по обеспечению санитарно-эпидемиологического благополучия населения  в связи с распространением новой коронавирусной инфекции	
39392	Определены меры по обеспечению устойчивого развития экономики в связи с распространением новой коронавирусной инфекции	
39379	Об особенностях реализации базовой программы обязательного медицинского страхования в условиях возникновения угрозы распространения заболеваний, вызванных новой коронавирусной инфекцией	
39391	Федеральный перечень реабилитационных мероприятий, технических средств реабилитации и услуг, предоставляемых инвалидам, дополнен телефонным устройством с функцией видеосвязи и навигации	
39390	Приём заявлений о внесении сведений о транспортных средствах инвалидов в государственную информационную систему «Федеральный реестр инвалидов» включён в перечень госуслуг, предоставляемых в МФЦ по принципу «одного окна»	
39389	Установлены порядок обращения медицинских изделий и ограничения на оптовую и розничную торговлю медицинскими изделиями и перечень таких изделий	
39388	Об особенностях обращения медицинских изделий, в том числе государственной регистрации серии (партии) медицинского изделия	
39386	Утверждено Положение об особенностях отмены, замены или переноса проводимого организацией исполнительских искусств или музеем зрелищного мероприятия	
39384	Утверждена методика расчета среднемесячного дохода заёмщика для установления льготного периода, предусматривающего приостановление исполнения заёмщиком своих обязательств по кредитному договору	
39383	Установлен максимальный размер кредита, по которому заёмщик вправе обратиться к кредитору с требованием об изменении условий кредитного договора, предусматривающим приостановление исполнения заёмщиком своих обязательств	
39382	Утверждён перечень отраслей российской экономики, в наибольшей степени пострадавших в результате распространения новой коронавирусной инфекции	
39378	Утверждено распределение субсидий субъектам Российской Федерации на реализацию мероприятий по формированию приверженности здоровому образу жизни с привлечением социально ориентированных некоммерческих организаций	
39380	Более 352 млн рублей выделены из резервного фонда Правительства России на обеспечение жильем ветеранов Великой Отечественной войны	
39376	Установлен порядок оказания помощи российским гражданам, находящимся на территории иностранного государства и не имеющим возможности вернуться в Россию в связи с распространением новой коронавирусной инфекции	
39374	500 млн рублей выделены на оказание социальной поддержки российским гражданам, находящимся на территориях иностранных государств и не имеющим возможности вернуться, в связи с распространением новой коронавирусной инфекции	
39372	Принято решение о введении моратория на возбуждение дел о банкротстве по заявлению кредиторов в отношении отдельных должников	
39373	Утверждены основные требования к порядку назначения и осуществления ежемесячной денежной выплаты на детей в возрасте от трёх до семи лет	
39369	Более 320 млн рублей выделено из резервного фонда Правительства России на выплаты стимулирующего характера лицам, участвующим в борьбе с распространением новой коронавирусной инфекции в России	
39370	Более 242 млн рублей выделены из резервного фонда Правительства России Всероссийскому общественному движению добровольцев в сфере здравоохранения «Волонтёры-медики» на организацию помощи гражданам в условиях распространения новой коронавирусной инфекции	
39355	Внесены изменения в перечень медицинских товаров, реализация которых на территории России и ввоз которых в Россию и иные территории, находящиеся под её юрисдикцией, не подлежат обложению НДС	
39351	Принято решение о введении временного ограничения на вывоз зерновых культур из России в государства, не являющиеся членами ЕАЭС	
39354	5 млрд рублей выделены из резервного фонда Правительства России кредитным организациям на обеспечение отсрочки платежа по кредитам, выданным субъектам малого и среднего предпринимательства	
39353	Установлен порядок предоставления субсидий кредитным организациям на обеспечение отсрочки платежа по кредитам, выданным субъектам малого и среднего предпринимательства	
39352	Распределены межбюджетные трансферты между субъектами Российской Федерации на финансовую поддержку медицинских работников, оказывающих медицинскую помощь гражданам, у которых выявлена новая коронавирусная инфекция, и лицам из групп риска заражения такой инфекцией	
39350	Утверждены перечни медицинских организаций и их структурных подразделений, которые перепрофилируются для оказания медицинской помощи пациентам с подтверждённым диагнозом новой коронавирусной инфекции COVID-19 или с подозрением на такую инфекцию в стационарных условиях на территории Москвы	
39342	Внесены изменения в порядок распоряжения средствами материнского капитала	
39334	Установлен порядок предоставления субсидий субъектам Российской Федерации на ежемесячные выплаты семьям с детьми в возрасте от трёх до семи лет	
39340	5,2 млрд рублей выделены из резервного фонда Правительства России на закупку автомобилей скорой медицинской помощи для субъектов Российской Федерации	
39333	Утверждены Временные правила оформления листков нетрудоспособности, назначения и выплаты пособий по временной нетрудоспособности в случае карантина гражданам в возрасте 65 лет и старше	
39331	Установлен порядок предоставления субсидий регионам на оказание неотложных мер по поддержке субъектов малого и среднего предпринимательства в условиях ухудшения ситуации в связи с распространением новой коронавирусной инфекции	
39330	Внесены изменения в порядок предоставления субсидий в целях повышения доступности кредитования субъектов малого и среднего предпринимательства и самозанятых граждан по льготной ставке	
39326	Установлен порядок предоставления субсидий субъектам Российской Федерации на реализацию региональных проектов по созданию дополнительных мест в общеобразовательных организациях	
39305	Утверждён состав Правительственной комиссии по импортозамещению	
39304	Образован Президиум Правительства Российской Федерации	
39308	1,5 млрд рублей выделены из резервного фонда Правительства России на возмещение затрат организаций воздушного транспорта при вывозе граждан из иностранных государств, в которых сложилась неблагоприятная ситуация, связанная с распространением новой коронавирусной инфекции	
39307	Принято решение о временном ограничении движения через автомобильные, железнодорожные, пешеходные, речные и смешанные пункты пропуска через государственную границу Российской Федерации, а также через сухопутный участок российско-белорусской государственной границы	
39306	Утверждён перечень товаров первой необходимости (за исключением продовольственных товаров)	
39303	Более 120 млн рублей выделено из резервного фонда Правительства России Иркутской области на оказание государственной поддержки субъектам малого и среднего предпринимательства, пострадавшим от наводнения	
39301	Принято решение о софинансировании из федерального бюджета мероприятий по восстановлению прав участников долевого строительства многоквартирных домов, расположенных в Московской области	
39300	Внесены изменения в порядок обеспечения лекарственными препаратами граждан, страдающих редкими заболеваниями	
39292	Утверждён состав Правительственной комиссии по вопросам развития малого и среднего предпринимательства и внесены изменения в Положение о комиссии	
39287	Утверждена новая редакция программы профессионального обучения и дополнительного профессионального образования граждан старшего поколения	
39284	Установлен порядок предоставления грантов на создание и внедрение в агропромышленный комплекс современных технологий на основе разработок научных и образовательных организаций	
39278	Принято решение о неприменении временных ограничений въезда в Российскую Федерацию для отдельных категорий иностранных граждан	
39272	Утверждена Федеральная научно-техническая программа развития синхротронных и нейтронных исследований и исследовательской инфраструктуры	
39264	1,4 млрд рублей выделены из резервного фонда Правительства России на разработку средств профилактики и диагностики новой коронавирусной инфекции	
39259	О совершенствовании механизма управления системными изменениями нормативно-правового регулирования предпринимательской деятельности	
39255	Принято решение не распространять временное ограничение на въезд в Российскую Федерацию на граждан государств – участников СНГ, Республики Абхазия и Республики Южная Осетия, прибывающих в Россию через воздушные пункты пропуска и убывающих в государства своего гражданства через воздушные пункты пропуска и другие пункты пропуска при следовании в государства своего гражданства иными видами транспорта	
39247	5 млрд рублей выделены из резервного фонда Правительства России на закупку теплотелевизионных регистраторов, бесконтактных термометров и установок обеззараживания воздуха	
39246	7,5 млрд рублей выделены из резервного фонда Правительства России на закупку аппаратов искусственной вентиляции лёгких и экстракорпоральной мембранной оксигенации	
39245	10 млрд рублей выделены из резервного фонда Правительства России на производство и закупку оборудования и продукции для диагностики, выявления, профилактики и лечения эпидемических заболеваний, средств индивидуальной защиты, лекарственных средств и медицинских изделий	
39238	Утверждено распределение межбюджетных трансфертов субъектам Российской Федерации на реализацию проектов создания комфортной городской среды в малых городах и исторических поселениях	
39234	Принято решение о неприменении штрафных санкций по отдельным государственным контрактам в случае нарушений обязательств из-за последствий новой коронавирусной инфекции	
39233	Для субъектов малого и среднего предпринимательства установлена возможность временной отсрочки арендных платежей	
39229	Учреждены стипендии имени Ж.И.Алфёрова для молодых учёных в области физики и нанотехнологий	
39223	Утверждён перечень медицинских изделий, в отношении которых установлен особый порядок государственной регистрации	
39224	Установлен взнос туроператоров в сфере выездного туризма в резервный фонд Ассоциации «Турпомощь» на 2020 год в размере 1 рубля	
39217	Внесены изменения в состав Координационного совета при Правительстве Российской Федерации по борьбе с распространением новой коронавирусной инфекции на территории Российской Федерации	
39216	Внесены изменения в положение о Координационном совете при Правительстве Российской Федерации по борьбе с распространением новой коронавирусной инфекции на территории Российской Федерации	
39208	Внесены изменения в состав Правительственной комиссии по повышению устойчивости развития российской экономики	
39202	11,8 млрд рублей выделено из резервного фонда Правительства России на финансовую поддержку медицинских работников, участвующих в оказании медицинской помощи гражданам, у которых выявлена новая коронавирусная инфекция, и лицам из групп риска заражения такой инфекцией	
39201	Утверждены временные правила оформления листков нетрудоспособности, назначения и выплаты пособий по временной нетрудоспособности в случае карантина	
39198	Внесены изменения в состав представителей Российской Федерации в наблюдательном совете и в собрании учредителей АНО «Цифровая экономика»	
39179	Принято решение о временном ограничении въезда в Российскую Федерацию иностранных граждан и лиц без гражданства, в том числе прибывающих с территории Республики Беларусь, а также граждан Республики Беларусь	
39171	О первом заместителе председателя Координационного совета при Правительстве по борьбе с распространением новой коронавирусной инфекции на территории Российской Федерации	
39169	Внесено изменение в Положение о Координационном совете при Правительстве по борьбе с распространением новой коронавирусной инфекции на территории Российской Федерации	
39160	Утверждены положение о Координационном совете при Правительстве по борьбе с распространением новой коронавирусной инфекции на территории Российской Федерации и его состав	
39157	Принято решение о временной приостановке пропуска через государственную границу Российской Федерации иностранных граждан и лиц без гражданства, прибывающих через российско-польский и российско-норвежский сухопутные участки государственной границы для обучения и трудовой деятельности, а также в частных и туристических целях	
39140	Принято решение о временной приостановке пропуска через государственную границу Российской Федерации иностранных граждан и лиц без гражданства, прибывающих с территории Итальянской Республики для обучения и трудовой деятельности, а также в частных, туристических и транзитных целях	
